,Unnamed: 0,section,title,page_no,content,tagged_content
199,199,13.2.2,Diverging Lenses,340,We will only discuss double concave diverging lenses as shown in Figure 13.11. Concave lenses are thicker on the outside and thinner on the inside. Figure 13.12 shows concave lens with light rays travelling through it. You can see that concave lenses have the opposite curvature to convex lenses. This causes light rays passing through concave lens to diverge or be spread out away from the principal axis. For this reason concave lenses are called diverging lenses. Images formed by concave lenses are always virtual. Unlike converging lenses the type of images created by concave lens is not dependent on the position of the object. The image is always upright smaller than the object and located closer to the lens than the object. We examine the properties of the image by drawing ray diagrams. We can find the image by tracing the path of three light rays through the lens. Any two of these rays will show us the location of the image. You can use the third ray to check the location but it is not necessary to show it on your diagram. Figure 13.12: Light rays bend away from each other or diverge when they travel through concave lens. F1 and F2 are the foci of the lens. Drawing Ray Diagrams for Diverging Lenses Draw the three rays starting at the top of the object. 1. Ray R1 travels parallel to the principal axis. The ray bends and lines up with focal point. However the concave lens is diverging lens so the ray must line up with the focal point on the same side of the lens where light rays enter it. This means that we must project an imaginary line backwards through that focal point (F1) (shown by the dashed line extending from R1). 2. Ray R2 points towards the focal point F2 on the opposite side of the lens. When it hits the lens it is bent parallel to the principal axis. 3. Ray R3 passes through the optical center of the lens. Like for the convex lens this ray passes through with its direction unchanged. 4. We find the image by locating the point where the rays meet. Since the rays diverge they will only meet if projected backward to point on the same side of the lens as the object. This is why concave lenses always have virtual images. (Since the light rays do not actually meet at the image the image cannot be real.) Figure 13.13 shows an object placed at an arbitrary distance from the diverging lens. We can locate the position of the image by drawing our three rays for diverging lens. Figure 13.13 shows that the image of an object is upright. The image is called virtual image because it is on the same side of the lens as the object. The image is smaller than the object and is closer to the lens than the object. Figure 13.13: Three rays are drawn to locate the image which is virtual smaller than the object and upright. ,Light|Light|Light|Light|Light|Light|Position (vector)|Position (vector)|Virtual image|Virtual image|Geometrical optics|Distance|Direction (geometry)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)|Ray (optics)
200,200,13.3,The Human Eye,344,,
201,201,13.3.1,Structure of the Eye,345,Eyesight begins with lenses. As light rays enter your eye they pass first through the cornea and then through the crystalline lens. These form double lens system and focus light rays onto the back wall of the eye called the retina. Rods and cones are nerve cells on the retina that transform light into electrical signals. These signals are sent to the brain via the optic nerve. cross-section of the eye is shown in Figure 13.14. For clear vision the image must be formed right on the retina not in front of or behind it. To accomplish this you may need long or short focal length depending on the object distance. How do we get the exact right focal length we need? Remember that the lens system has two parts. The cornea is fixed in place but the crystalline lens is flexible it can change shape. When the shape of the lens changes its focal length also changes. You have muscles in your eye called ciliary muscles that control the shape of the crystalline lens. When you focus your gaze on something you are squeezing (or relaxing) these muscles. This process of accommodation changes the focal length of the lens and allows you to see an image clearly. The lens in the eye creates real image that is smaller than the object and is inverted ,Real image|Light|Light|Light|Crystallinity|Crystallinity|Crystallinity|Geometrical optics|Distance|Stiffness|Ray (optics)|Ray (optics)|Length|Length|Length|Length
202,202,13.3.2,Defects of Vision,346,In normal eye the image is focused on the retina. If the muscles in the eye are unable to accommodate adequately the image will not be in focus. This leads to problems with vision. There are three basic conditions that arise: 1. short-sightedness 2. long-sightedness 3. astigmatism Short-sightedness Short-sightedness or myopia is defect of vision which means that the image is focused in front of the retina. Close objects are seen clearly but distant objects appear blurry. This condition can be corrected by placing diverging lens in front of the eye. The diverging lens spreads out light rays before they enter the eye. The situation for short-sightedness and how to correct it is shown in Figure 13.17. Long-sightedness Long-sightedness or hyperopia is defect of vision which means that the image is focused in behind the retina. People with this condition can see distant objects clearly but not close ones. converging lens in front of the eye corrects long-sightedness by converging the light rays slightly before they enter the eye. Reading glasses are an example of converging lens used to correct long-sightedness. Astigmatism Astigmatism is characterised by cornea or lens that is not spherical but is more curved in one plane compared to another. This means that horizontal lines may be focused at different point to vertical lines. Astigmatism is corrected by special lens which has different focal lengths in the vertical and horizontal planes. ,Light|Light|Ray (optics)|Ray (optics)|Length
203,203,13.4,Gravitational Lenses,347,Einsteins Theory of General Relativity predicts that light that passes close to very heavy objects like galaxies black holes and massive stars will be bent. These massive objects therefore act as kind of lens that is known as gravitational lens. Gravitational lenses distort and change the apparent position of the image of stars. If heavy object is acting as gravitational lens then an observer from Earth will see many images of distant star (Figure 13.19). ,Light|Position (vector)
204,204,13.5,Telescopes,347,We have seen how simple lens can be used to correct eyesight. Lenses and mirrors are also combined to magnify (or make bigger) objects that are far away. Telescopes use combinations of lenses to gather and focus light. However telescopes collect light from objects that are large but far away like planets and galaxies. For this reason telescopes are the tools of astronomers. Astronomy is the study of objects outside the Earth like stars planets galaxies comets and asteroids. Usually the object viewed with telescope is very far away. There are two types of objects: those with detectable diameter such as the moon and objects that appear as points of light like stars. There are many kinds of telescopes but we will look at two basic types: reflecting and refracting. ,Refraction|Light|Light|Light|Telescope|Telescope|Telescope|Telescope|Telescope|Refractive index|Planet|Planet|Reflection (physics)
205,205,13.5.1,Refracting Telescopes,347,refracting telescope like the one pictured in Figure 13.20 uses two convex lenses to enlarge an image. The refracting telescope has large primary lens with long focal length to gather lot of light. The lenses of refracting telescope share focal point. This ensures that parallel rays entering the telescope are again parallel when they reach your eye. ,Refraction|Refraction|Refraction|Light|Refracting telescope|Refracting telescope|Refracting telescope|Telescope|Telescope|Telescope|Telescope|Refractive index|Refractive index|Refractive index|Ray (optics)|Length
206,206,13.5.2,Reflecting Telescopes,348,Some telescopes use mirrors as well as lenses and are called reflecting telescopes. Specifically reflecting telescope uses convex lens and two mirrors to make an object appear larger. (Figure 13.21.) Light is collected by the primary mirror which is large and concave. Parallel rays traveling toward this mirror are reflected and focused to point. The secondary plane mirror is placed within the focal length of the primary mirror. This changes the direction of the light. final eyepiece lens diverges the rays so that they are parallel when they reach your eye. ,Light|Light|Telescope|Telescope|Telescope|Plane mirror|Direction (geometry)|Ray (optics)|Ray (optics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Length
207,207,13.5.3,Southern African Large Telescope,348,The Southern African Large Telescope (SALT) is the largest single optical telescope in the southern hemisphere with hexagonal mirror array 11 metres across. SALT is located in Sutherland in the Northern Cape. SALT is able to record distant stars galaxies and quasars billion times too faint to be seen with the unaided eye. This is equivalent to person being able to see candle flame at on the moon. SALT was completed in 2005 and is truly international initiative because the money to build it came from South Africa the United States Germany Poland the United Kingdom and New Zealand. ,Telescope|Telescope|Geometrical optics|Metre
208,208,13.6,Microscopes,349,We have seen how lenses and mirrors are combined to magnify objects that are far away in telescope. Lenses can also be used to make very small objects bigger. Figure 13.10 shows that when an object is placed at distance less than from the lens the image formed is virtual upright and is larger than the object. This set-up is simple magnifier. If you want to look at something very small two lenses may work better than one. Microscopes and telescopes often use two lenses to make an image large enough to see. compound microscope uses two lenses to achieve high magnification (Figure 13.22). Both lenses are convex or converging. Light from the object first passes through the objective lens. The lens that you look through is called the eyepiece. The focus of the system can be adjusted by changing the length of the tube between the lenses. Drawing Ray Diagram for Two-Lens System You already have all the tools to analyze two-lens system. Just consider one lens at time. 1. Use ray tracing or the lens equation to find the image for the first lens. 2. Use the image of the first lens as the object of the second lens. 3. To find the magnification multiply: ,Light|Work (physics)|Telescope|Telescope|Optical microscope|Optical microscope|Distance|Ray (optics)|Ray (optics)|Length|Magnification|Magnification
209,209,14,Longitudinal Waves,355,,
210,210,14.1,Introduction,355,In Grade 10 we studied pulses and waves. We looked at transverse waves more closely. In this chapter we look at another type of wave called longitudinal waves. In transverse waves the motion of the particles in the medium were perpendicular to the direction of the wave. In longitudinal waves the particles in the medium move parallel (in the same direction as) to the motion of the wave. Examples of transverse waves are water waves or light waves. An example of longitudinal wave is sound wave. ,Light|Sound|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Direction (geometry)|Direction (geometry)|Motion|Motion
211,211,14.2,What is a longitudinal wave?,355,Definition: Longitudinal waves longitudinal wave is wave where the particles in the medium move parallel to the direction of propagation of the wave. When we studied transverse waves we looked at two different motions: the motion of the particles of the medium and the motion of the save itself. We will do the same for longitudinal waves. The question is how do we construct such wave? To create transverse wave we flick the end of for example rope up and down. The particles move up and down and return to their equilibrium position. The wave moves from left to right and will be displaced. longitudinal wave is seen best in spring that is hung from ceiling. Do the following investigation to find out more about longitudinal waves. From the investigation you will have noticed that the disturbance moves in the same direction as the direction in which the spring was pulled. The spring was pulled up and down and the wave also moved up and down. The ribbon in the investigation represents one particle in the medium. The particles in the medium move in the same direction as the wave. The ribbon moves from rest upwards then back to its original position then down and then back to its original position. ,Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Position (vector)|Position (vector)|Position (vector)|Displacement (vector)|Direction (geometry)|Direction (geometry)|Direction (geometry)|Direction (geometry)|Motion|Motion|Motion
212,212,14.3,Characteristics of Longitudinal Waves,356,As for transverse waves the following can be defined for longitudinal waves: wavelength amplitude period frequency and wave speed. However instead of peaks and troughs longitudinal waves have compressions and rarefactions. Definition: Compression compression is region in longitudinal wave where the particles are closer together. Definition: Rarefaction rarefaction is region in longitudinal wave where the particles are further apart. ,Wavelength|Frequency|Amplitude|Speed|Wave|Wave|Wave|Wave|Wave|Wave|Rarefaction|Rarefaction|Rarefaction|Crest (physics)|Compression (physics)|Compression (physics)|Compression (physics)
213,213,14.3.1,Compression and Rarefaction,356,As seen in Figure 14.2 there are regions where the medium is compressed and other regions where the medium is spread out in longitudinal wave. The region where the medium is compressed is known as compression and the region where the medium is spread out is known as rarefaction. ,Wave|Rarefaction|Compression (physics)|Compression (physics)|Compression (physics)
214,214,14.3.2,Wavelength and Amplitude,357,Definition: Wavelength The wavelength in longitudinal wave is the distance between two consecutive points that are in phase. The wavelength in longitudinal wave refers to the distance between two consecutive compressions or between two consecutive rarefactions. Definition: Amplitude The amplitude is the maximum displacement from position of rest. The amplitude is the distance from the equilibrium position of the medium to compression or rarefaction. ,Wavelength|Wavelength|Wavelength|Amplitude|Amplitude|Amplitude|Wave|Wave|Position (vector)|Position (vector)|Rarefaction|Rarefaction|Distance|Distance|Distance|Displacement (vector)|Compression (physics)|Compression (physics)
215,215,14.3.3,Period and Frequency,357,Definition: Period The period of wave is the time taken by the wave to move one wavelength. Definition: Frequency The frequency of wave is the number of wavelengths per second. The period of longitudinal wave is the time taken by the wave to move one wavelength. As for transverse waves the symbol is used to represent period and period is measured in seconds (s). The frequency of wave is the number of wavelengths per second. Using this definition and the fact that the period is the time taken for wavelength we can define: ,Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Frequency|Frequency|Frequency|Wave|Wave|Wave|Wave|Wave|Wave|Wave
216,216,14.3.4,Speed of a Longitudinal Wave,358,The speed of longitudinal wave is defined as: where speed in m.s1 frequency in Hz wavelength in ,Wavelength|Frequency|Speed|Speed|Wave|Hertz
217,217,14.4,"Graphs of Particle Position, Displacement, Velocity and Acceleration",359,When longitudinal wave moves through the medium the particles in the medium only move back and forth relative to the direction of motion of the wave. We can see this in Figure 14.4 which shows the motion of the particles in medium as longitudinal wave moves through the medium. Figure 14.4: Positions of particles in medium at different times as longitudinal wave moves through it. The wave moves to the right. The dashed line shows the equilibrium position of particle 0. Important: particle in the medium only moves back and forth when longitudinal wave moves through the medium. As in Chapter we can draw graph of the particles position as function of time. For the wave shown in Figure 14.4 we can draw the graph shown in Figure 14.5 for particle 0. The graph for each of the other particles will be identical. Figure 14.5: Graph of particle displacement as function of time for the longitudinal wave shown in Figure 14.4. The graph of the particles velocity as function of time is obtained by taking the gradient of the position vs. time graph. The graph of velocity vs. time for the position vs. time graph shown in Figure 14.5 is shown is Figure 14.6. The graph of the particles acceleration as function of time is obtained by taking the gradient of the velocity vs. time graph. The graph of acceleration vs. time for the position vs. time graph shown in Figure 14.5 is shown is Figure 14.7. ,Velocity|Velocity|Velocity|Motion graphs and derivatives|Motion graphs and derivatives|Motion graphs and derivatives|Motion graphs and derivatives|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Position (vector)|Position (vector)|Position (vector)|Position (vector)|Position (vector)|Position (vector)|Displacement (vector)|Direction (geometry)|Motion|Motion
218,218,14.5,Sound Waves,360,Sound waves coming from tuning fork cause the tuning fork to vibrate and push against the air particles in front of it. As the air particles are pushed together compression is formed. The particles behind the compression move further apart causing rarefaction. As the particles continue to push against each other the sound wave travels through the air. Due to this motion of the particles there is constant variation in the pressure in the air. Sound waves are therefore pressure waves. This means that in media where the particles are closer together sound waves will travel quicker. Sound waves travel faster through liquids like water than through the air because water is denser than air (the particles are closer together). Sound waves travel faster in solids than in liquids. Figure 14.8: Sound waves are pressure waves and need medium through which to travel. Important: sound wave is different from light wave. sound wave is produced by an oscillating object while light wave is not. sound wave cannot be diffracted while light wave can be diffracted. Also because sound wave is mechanical wave (i.e. that it needs medium) it is not capable of traveling through vacuum whereas light wave can travel through vacuum. Important: sound wave is pressure wave. This means that regions of high pressure (compressions) and low pressure (rarefactions) are created as the sound source vibrates. These compressions and rarefactions arise because sound vibrates longitudinally and the longitudinal motion of air produces pressure fluctuations. Sound will be studied in more detail in Chapter 15. ,Light|Light|Light|Light|Diffraction|Diffraction|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Rarefaction|Rarefaction|Rarefaction|Motion|Motion|Compression (physics)|Compression (physics)|Compression (physics)|Compression (physics)
219,219,14.6,Seismic Waves,361,Seismic waves are waves from vibrations in the Earth (core mantle oceans). Seismic waves also occur on other planets for example the moon and can be natural (due to earthquakes volcanic eruptions or meteor strikes) or man-made (due to explosions or anything that hits the earth hard). Seismic P-waves (P for pressure) are longitudinal waves which can travel through solid and liquid. ,Hardness|Wave|Wave|Wave|Wave|Planet
220,220,15,Sound,363,,
221,221,15.1,Introduction,363,Now that we have studied the basics of longitudinal waves we are ready to study sound waves in detail. Have you ever thought about how amazing your sense of hearing is? It is actually pretty remarkable. There are many types of sounds: car horn laughing baby barking dog and somehow your brain can sort it all out. Though it seems complicated it is rather simple to understand once you learn very simple fact. Sound is wave. So you can use everything you know about waves to explain sound. ,Sound|Sound|Sound|Sound|Wave|Wave|Wave|Wave
222,222,15.2,Characteristics of a Sound Wave,363,Since sound is wave we can relate the properties of sound to the properties of wave. The basic properties of sound are: pitch loudness and tone. Figure 15.1: Pitch and loudness of sound. Sound has lower pitch (lower frequency) than Sound and is softer (smaller amplitude) than Sound C. ,Frequency|Amplitude|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Musical tone|Pitch (music)|Pitch (music)|Pitch (music)
223,223,15.2.1,Pitch,364,The frequency of sound wave is what your ear understands as pitch. higher frequency sound has higher pitch and lower frequency sound has lower pitch. In Figure 15.1 sound has higher pitch than sound B. For instance the chirp of bird would have high pitch but the roar of lion would have low pitch. The human ear can detect wide range of frequencies. Frequencies from 20 to 20 000 Hz are audible to the human ear. Any sound with frequency below 20 Hz is known as an infrasound and any sound with frequency above 20 000 Hz is known as an ultrasound. Table 15.1 lists the ranges of some common animals compared to humans. ,Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Hertz|Hertz|Hertz|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)
224,224,15.2.2,Loudness,364,The amplitude of sound wave determines its loudness or volume. larger amplitude means louder sound and smaller amplitude means softer sound. In Figure 15.1 sound is louder than sound B. The vibration of source sets the amplitude of wave. It transmits energy into the medium through its vibration. More energetic vibration corresponds to larger amplitude. The molecules move back and forth more vigorously. The loudness of sound is also determined by the sensitivity of the ear. The human ear is more sensitive to some frequencies than to others. Loudness thus depends on both the amplitude of sound wave and its frequency whether it lies in region where the ear is more or less sensitive. ,Frequency|Frequency|Amplitude|Amplitude|Amplitude|Amplitude|Amplitude|Amplitude|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Wave|Energy
225,225,15.2.3,Tone,364,Tone is measure of the quality of the sound wave. For example the quality of the sound produced in particular musical instruments depends on which harmonics are superposed and in which proportions. The harmonics are determined by the standing waves that are produced in the instrument. Chapter 16 will explain the physics of music in greater detail. The quality (timbre) of the sound heard depends on the pattern of the incoming vibrations i.e. the shape of the sound wave. The more irregular the vibrations the more jagged is the shape of the sound wave and the harsher is the sound heard. ,Sound|Sound|Sound|Sound|Sound|Sound|Standing wave|Wave|Wave|Wave|Wave|Musical tone|Physics
226,226,15.3,Speed of Sound,365,The speed of sound depends on the medium the sound is travelling in. Sound travels faster in solids than in liquids and faster in liquids than in gases. This is because the density of solids is higher than that of liquids which means that the particles are closer together. Sound can be transmitted more easily. The speed of sound also depends on the temperature of the medium. The hotter the medium is the faster its particles move and therefore the quicker the sound will travel through the medium. When we heat substance the particles in that substance have more kinetic energy and vibrate or move faster. Sound can therefore be transmitted more easily and quickly in hotter substances. Sound waves are pressure waves. The speed of sound will therefore be influenced by the pressure of the medium through which it is travelling. At sea level the air pressure is higher than high up on mountain. Sound will travel faster at sea level where the air pressure is higher than it would at places high above sea level. Definition: Speed of sound The speed of sound in air at sea level at temperature of 21C and under normal atmo- spheric conditions is 344 ms1. ,Speed|Speed|Speed|Speed|Speed|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Temperature|Temperature|Energy|Kinetic energy
227,227,15.4,Physics of the Ear and Hearing,365,The human ear is divided into three main sections: the outer middle and inner ear. Lets follow the journey of sound wave from the pinna to the auditory nerve which transmits signal to the brain. The pinna is the part of the ear we typically think of when we refer to the ear. Its main function is to collect and focus an incident sound wave. The wave then travels through the ear canal until it meets the eardrum. The pressure fluctuations of the sound wave make the eardrum vibrate. The three very small bones of the middle ear the malleus (hammer) the incus (anvil) and the stapes (stirrup) transmit the signal through to the elliptical window. The elliptical window is the beginning of the inner ear. From the elliptical window the sound waves are transmitted through the liquid in the inner ear and interpreted as sounds by the brain. The inner ear made of the semicircular canals the cochlea and the auditory nerve is filled with fluid. The fluid allows the body to detect quick movements and maintain balance. The snail-shaped cochlea is covered in nerve cells. There are more than 25 000 hairlike nerve cells. Different nerve cells vibrate with different frequencies. When nerve cell vibrates it releases electrical impulses to the auditory nerve. The impulses are sent to the brain through the auditory nerve and understood as sound. ,Frequency|Sound|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Wave|Wave|Wave
228,228,15.4.1,Intensity of Sound,366,Intensity is one indicator of amplitude. Intensity is the energy transmitted over unit of area each second. Extension: Intensity Intensity is defined as: Intensity energy time area power area By the definition of intensity we can see that the units of intensity are Joules m2 Watts m2 The unit of intensity is the decibel (symbol: dB). This reduces to an SI equivalent of m2. The threshold of hearing is 1012 m2. Below this intensity the sound is too soft for the ear to hear. The threshold of pain is 1.0 m2. Above this intensity sound is so loud it becomes uncomfortable for the ear. Notice that there is factor of 1012 between the thresholds of hearing and pain. This is one reason we define the decibel (dB) scale. Extension: dB Scale The intensity in dB of sound of intensity is given by: 10 log Io Io 1012 m2 (15.1) In this way we can compress the whole hearing intensity scale into range from dB to 120 dB. Notice that there are sounds which exceed the threshold of pain. Exposure to these sounds can cause immediate damage to hearing. In fact exposure to sounds from 80 dB and above can damage hearing over time. Measures can be taken to avoid damage such as wearing earplugs or ear muffs. Limiting exposure time and increasing distance between you and the source are also important steps to protecting your hearing. ,Amplitude|Sound|Sound|Sound|Sound|Sound|Sound|Distance|Joule|Energy|Energy|Power (physics)|Compression (physics)
229,229,15.5,Ultrasound,367,Ultrasound is sound with frequency that is higher than 20 kHz. Some animals such as dogs dolphins and bats have an upper limit that is greater than that of the human ear and can hear ultrasound. The most common use of ultrasound is to create images and has industrial and medical applications. The use of ultrasound to create images is based on the reflection and transmission of wave at boundary. When an ultrasound wave travels inside an object that is made up of different materials such as the human body each time it encounters boundary e.g. between bone and muscle or muscle and fat part of the wave is reflected and part of it is transmitted. The reflected rays are detected and used to construct an image of the object. Ultrasound in medicine can visualise muscle and soft tissue making them useful for scanning the organs and is commonly used during pregnancy. Ultrasound is safe non-invasive method of looking inside the human body. Ultrasound sources may be used to generate local heating in biological tissue with applications in physical therapy and cancer treatment. Focussed ultrasound sources may be used to break up kidney stones. Ultrasonic cleaners sometimes called supersonic cleaners are used at frequencies from 20-40 kHz for jewellery lenses and other optical parts watches dental instruments surgical instruments and industrial parts. These cleaners consist of containers with fluid in which the object to be cleaned is placed. Ultrasonic waves are then sent into the fluid. The main mechanism for cleaning action in an ultrasonic cleaner is actually the energy released from the collapse of millions of microscopic bubbles occurring in the liquid of the cleaner. Ultrasound generatorspeaker systems are sold with claims that they frighten away rodents and insects but there is no scientific evidence that the devices work controlled tests have shown that rodents quickly learn that the speakers are harmless. In echo-sounding the reflections from ultrasound pulses that are bounced off objects (for example the bottom of the sea fish etc.) are picked up. The reflections are timed and since their speed is known the distance to the object can be found. This information can be built into picture of the object that reflects the ultrasound pulses. ,Frequency|Frequency|Work (physics)|Speed|Sound|Wave|Wave|Wave|Wave|Optical microscope|Geometrical optics|Distance|Energy|Ray (optics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Physics
230,230,15.6,SONAR,368,Ships on the ocean make use of the reflecting properties of sound waves to determine the depth of the ocean. sound wave is transmitted and bounces off the seabed. Because the speed of sound is known and the time lapse between sending and receiving the sound can be measured the distance from the ship to the bottom of the ocean can be determined This is called sonar which stands from Sound Navigation And Ranging. ,Speed|Sound|Sound|Sound|Sound|Sound|Wave|Wave|Distance|Reflection (physics)
231,231,15.6.1,Echolocation,368,Animals like dolphins and bats make use of sounds waves to find their way. Just like ships on the ocean bats use sonar to navigate. Ultrasound waves that are sent out are reflected off the objects around the animal. Bats or dolphins then use the reflected sounds to form picture of their surroundings. This is called echolocation. ,Sound|Sound|Wave|Wave|Reflection (physics)|Reflection (physics)
232,232,16,The Physics of Music,373,,
233,233,16.1,Introduction,373,What is your favorite musical instrument? How do you play it? Do you pluck string like guitar? Do you blow through it like flute? Do you hit it like drum? All of these work by making standing waves. Each instrument has unique sound because of the special waves made in it. These waves could be in the strings of guitar or violin. They could also be in the skin of drum or tube of air in trumpet. These waves are picked up by the air and later reach your ear as sound. In Grade 10 you learned about standing waves and boundary conditions. We saw rope that was: fixed at both ends fixed at one end and free at the other We also saw pipe: closed at both ends open at both ends open at one end closed at the other String and wind instruments are good examples of standing waves on strings and pipes. One way to describe standing waves is to count nodes. Recall that node is point on string that does not move as the wave changes. The anti-nodes are the highest and lowest points on the wave. There is node at each end of fixed string. There is also node at the closed end of pipe. But an open end of pipe has an anti-node. What causes standing wave? There are incident and reflected waves traveling back and forth on our string or pipe. For some frequencies these waves combine in just the right way so that the whole wave appears to be standing still. These special cases are called harmonic frequencies or harmonics. They depend on the length and material of the medium. Definition: Harmonic harmonic frequency is frequency at which standing waves can be made. ,Frequency|Frequency|Frequency|Frequency|Work (physics)|Sound|Sound|Standing wave|Standing wave|Standing wave|Standing wave|Standing wave|Standing wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Reflection (physics)|Length
234,234,16.2,Standing Waves in String Instruments,373,Let us look at basic instrument: string pulled tight and fixed at both ends. When you pluck the string you hear certain pitch. This pitch is made by certain frequency. What causes the string to emit sounds at this pitch? You have learned that the frequency of standing wave depends on the length of the wave. The wavelength depends on the nodes and anti-nodes. The longest wave that can fit on the string is shown in Figure 16.1. This is called the fundamental or natural frequency of the string. The string has nodes at both ends. The wavelength of the fundamental is twice the length of the string. Now put your finger on the center of the string. Hold it down gently and pluck it. The standing wave now has node in the middle of the string. There are three nodes. We can fit whole wave between the ends of the string. This means the wavelength is equal to the length of the string. This wave is called the first harmonic. As we add more nodes we find the second harmonic third harmonic and so on. We must keep the nodes equally spaced or we will lose our standing wave. You should have found this formula: 2L Here is the number of nodes. is the length of the string. The frequency is: Here is the velocity of the wave. This may seem confusing. The wave is standing wave so how can it have velocity? But one standing wave is made up of many waves that travel back and forth on the string. Each of these waves has the same velocity. This speed depends on the mass and tension of the string. Extension: Guitar Guitars use strings with high tension. The length tension and mass of the strings affect the pitches you hear. High tension and short strings make high frequencies Low tension and long strings make low frequencies. When string is first plucked it vibrates at many frequencies. All of these except the harmonics are quickly filtered out. The harmonics make up the tone we hear. The body of guitar acts as large wooden soundboard. Here is how soundboard works: the body picks up the vibrations of the strings. It then passes these vibrations to the air. sound hole allows the soundboard of the guitar to vibrate more freely. It also helps sound waves to get out of the body. The neck of the guitar has thin metal bumps on it called frets. Pressing string against fret shortens the length of that string. This raises the natural frequency and the pitch of that string. Most guitars use an equal tempered tuning of 12 notes per octave. string guitar has range of octaves with pitches from 82.407 Hz (low E) to 2093 kHz (high C). Harmonics may reach over 20 kHz in the inaudible range. Extension: Piano Let us look at another stringed instrument: the piano. The piano has strings that you can not see. When key is pressed felt-tipped hammer hits string inside the piano. The pitch depends on the length tension and mass of the string. But there are many more strings than keys on piano. This is because the short and thin strings are not as loud as the long and heavy strings. To make up for this the higher keys have groups of two to four strings each. The soundboard in piano is large cast iron plate. It picks up vibrations from the strings. This heavy plate can withstand over 200 tons of pressure from string tension Its mass also allows the piano to sustain notes for long periods of time. The piano has wide frequency range from 275 Hz (low A) to 41860 Hz (upper C). But these are just the fundamental frequencies. piano plays complex rich tones with over 20 harmonics per note. Some of these are out of the range of human hearing. Very low piano notes can be heard mostly because of their higher harmonics. ,Wavelength|Wavelength|Wavelength|Velocity|Velocity|Velocity|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Frequency|Mass|Mass|Mass|Mass|Work (physics)|Speed|Sound|Sound|Sound|Standing wave|Standing wave|Standing wave|Standing wave|Standing wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Hertz|Hertz|Hertz|Tension (physics)|Tension (physics)|Tension (physics)|Tension (physics)|Tension (physics)|Tension (physics)|Tension (physics)|Length|Length|Length|Length|Length|Length|Length|Musical tone|Musical tone|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)|Pitch (music)
