,Unnamed: 0,section,title,page_no,content,tagged_content
106,106,10.4,Area of Composite Shapes,562,Here youll learn how to find the area of composite shape. What if you wanted to find the area of shape that was made up of other shapes? How could you use your knowledge of the area of rectangles parallelograms and triangles to help you? After completing this Concept youll be able to answer questions like these. Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure. If two figures are congruent they have the same area. This is the congruent areas postulate. This postulate needs no proof because congruent figures have the same amount of space inside them. Keep in mind that two figures with the same area are not necessarily congruent. composite shape is shape made up of other shapes. To find the area of such shape simply find the area of each part and add them up. The area addition postulate states that if figure is composed of two or more parts that do not overlap each other then the area of the figure is the sum of the areas of the parts. Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure and is measured in square units. composite shape is shape made up of other shapes. ,Space (mathematics)|Space (mathematics)|Space (mathematics)|Rectangle|Parallelogram|Distance|Distance|Square|Triangle
107,107,10.5,Area and Perimeter of Trapezoids,568,Here youll learn how to calculate the area and perimeter of trapezoid. What if you were given the dimensions of trapezoid and asked to calculate its area? How does calculating the area of trapezoid relate to calculating the area of parallelogram? After completing this Concept youll be able to answer questions like these. Recall that trapezoid is quadrilateral with one pair of parallel sides. The lengths of the parallel sides are the bases. The perpendicular distance between the parallel sides is the height or altitude of the trapezoid. To find the area of the trapezoid lets turn it into parallelogram. To do this make copy of the trapezoid and then rotate the copy 180 Now this is parallelogram with height and base Lets find the area of this shape. h(b Because the area of this parallelogram is made up of two congruent trapezoids the area of one trapezoid would be 12 h(b ). The formula for the area of trapezoid could also be written as the average of the bases time the height. Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure. Area is measured in square units. trapezoid is quadrilateral with one pair of parallel sides. ,Space (mathematics)|Rotation (mathematics)|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Trapezoid|Parallelogram|Parallelogram|Parallelogram|Parallelogram|Distance|Distance|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Square|Perpendicular|Parallel (geometry)|Parallel (geometry)|Parallel (geometry)|Parallel (geometry)
108,108,10.6,Area and Perimeter of Rhombuses and Kites,573,Here youll learn how to calculate the area and perimeter of rhombuses and kites. What if you wanted to find the areas of different shapes on the Brazilian flag pictured below? The flag has dimensions of 20 14 (units vary depending on the size so we will not use any here). The vertices of the yellow rhombus in the middle are 1.7 units from the midpoint of each side. Find the total area of the flag and the area of the rhombus (including the circle). Do not round your answers. Recall that rhombus is an equilateral quadrilateral and kite has adjacent congruent sides. Both of these quadrilat- erals have perpendicular diagonals which is how we are going to find their areas. Notice that the diagonals divide each quadrilateral into triangles. In the rhombus all triangles are congruent and in the kite there are two sets of congruent triangles. If we move the two triangles on the bottom of each quadrilateral so that they match up with the triangles above the horizontal diagonal we would have two rectangles. So the height of these rectangles is half of one of the diagonals and the base is the length of the other diagonal. The area of rhombus or kite is 12 if the diagonals of the rhombus or kite are and You could also say that the area of kite and rhombus are half the product of the diagonals. Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure. Area is measured in square units. rhombus is quadrilateral with four congruent sides and kite is quadrilateral with distinct adjacent congruent sides. ,Kite (geometry)|Kite (geometry)|Kite (geometry)|Kite (geometry)|Kite (geometry)|Kite (geometry)|Kite (geometry)|Space (mathematics)|Quadrilateral|Angle|Congruence (geometry)|Rectangle|Rectangle|Distance|Circle|Midpoint|Diagonal|Diagonal|Diagonal|Diagonal|Diagonal|Diagonal|Diagonal|Altitude (triangle)|Square|Perpendicular|Triangle|Triangle|Triangle|Triangle|Triangle|Rhombus|Rhombus|Rhombus|Rhombus|Rhombus|Rhombus|Rhombus|Rhombus
109,109,10.7,Area and Perimeter of Similar Polygons,580,Here youll learn how to calculate the area and perimeter of similar polygons using ratios. What if you wanted to create scale drawing using scale factors? This technique takes small object like the handprint below divides it up into smaller squares and then blows up the individual squares. Either trace your hand or stamp it on piece of paper. Then divide your hand into squares like the one to the right probably in in. Take larger piece of paper and blow up each square to be in in (meaning you need at least an 18 in square piece of paper). Once you have your in in squares drawn use the proportions and area to draw in your enlarged handprint. After completing this Concept youll be able to explain the results of this technique. Polygons are similar when the corresponding angles are equal and the corresponding sides are in the same proportion. The scale factor for the sides of two similar polygons is the same as the ratio of the perimeters. In fact the ratio of any part of two similar shapes (diagonals medians midsegments altitudes etc.) is the same as the scale factor. The ratio of the areas is the square of the scale factor. An easy way to remember this is to think about the units of area which are always squared. Therefore you would always square the scale factor to get the ratio of the areas. Area of Similar Polygons Theorem: If the scale factor of the sides of two similar polygons is the areas would be mn Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure. Area is measured in square units. Polygons are similar when their corresponding angles are equal and their corresponding sides are in the same proportion. Similar polygons are the same shape but not necessarily the same size. ,Space (mathematics)|Scaling (geometry)|Scaling (geometry)|Scaling (geometry)|Scaling (geometry)|Scaling (geometry)|Scaling (geometry)|Scaling (geometry)|Angle|Angle|Congruence (geometry)|Congruence (geometry)|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Distance|Scale factor|Scale factor|Scale factor|Scale factor|Scale factor|Scale factor|Transversal (geometry)|Transversal (geometry)|Diagonal|Altitude (triangle)|Square|Square|Square|Square|Square|Square|Square|Square|Square|Square
110,110,10.8,Circumference,584,"Here youll learn how to calculate the circumference of circle. What if you wanted to find the ""length"" of the crust for an entire pizza? typical large pizza has diameter of 14 inches and is cut into or 10 pieces. Think of the crust as the circumference of the pizza. Find the circumference. After completing this Concept youll be able to solve this problem. Circumference is the distance around circle. The circumference can also be called the perimeter of circle. However we use the term circumference for circles because they are round. The term perimeter is reserved for figures with straight sides. In order to find the formula for the circumference of circle we first need to determine the ratio between the circumference and diameter of circle. Investigation: Finding Tools Needed: paper pencil compass ruler string and scissors 1. Draw three circles with radii of in in and in. Label the centers of each and C. 2. Draw in the diameters and determine their lengths. Are all the diameter lengths the same in A? B? C? 3. Take the string and outline each circle with it. The string represents the circumference of the circle. Cut the string so that it perfectly outlines the circle. Then lay it out straight and measure in inches. Round your answer to the nearest -inch. Repeat this for the other two circles. erence 4. Find circum for each circle. Record your answers to the nearest thousandth. What do you notice? From this investigation you should see that circum approaches 3.14159. The bigger the diameter the closer diameter the ratio was to this number. We call this number the Greek letter pi. It is an irrational number because the decimal never repeats itself. Pi has been calculated out to the millionth place and there is still no pattern in the sequence of numbers. When finding the circumference and area of circles we must use or pi is the ratio of the circumference of circle to its diameter. It is approximately equal to 3.14159265358979323846. To see more digits of go to http:www.eveandersson.compidigits. From this Investigation we found that 2r. circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of the circle. chord is line segment whose endpoints are on circle. diameter is chord that passes through the center of the circle. The length of diameter is two times the length of radius. Circumference is the distance around circle. or pi is the ratio of the circumference of circle to its diameter. ",Congruence (geometry)|Distance|Distance|Distance|Distance|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circumference|Circumference|Radius|Radius|Radius|Line (geometry)|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Line segment|Chord (geometry)|Chord (geometry)
111,111,10.9,Arc Length,588,"Here youll learn how to find the length of an arc. What if you wanted to find the ""length"" of the crust for an individual slice of pizza? typical large pizza has diameter of 14 inches and is cut into or 10 pieces. If the ""length"" of the entire crust is the circumference of the pizza find the ""length"" of the crust for one piece of pizza when the entire pizza is cut into a) pieces or b) 10 pieces. After completing this Concept youll be able to answer these questions. One way to measure arcs is in degrees. This is called the arc measure or degree measure. Arcs can also be measured in length as portion of the circumference. Arc length is the length of an arc or portion of circles circumference. The arc length is directly related to the degree arc measure. Arc Length Formula: If is the diameter or is the radius the length of AB AB 360 or AB 360 2r. Circumference is the distance around circle. Arc length is the length of an arc or portion of circles circumference. ",Distance|Circle|Circle|Circle|Circumference|Radius|Diameter|Diameter|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc length|Arc length|Arc length|Arc length|Arc length|Arc length|Arc length
112,112,10.10,Area of a Circle,593,Here youll learn how to calculate the area of circle. What if you wanted to figure out the area of circle with radius of inches? After completing this Concept youll be able to answer questions like this. Recall that is the ratio between the circumference of circle and its diameter. We are going to use the formula for circumference to derive the formula for area. First take circle and divide it up into several wedges or sectors. Then unfold the wedges so they are all on one line with the points at the top. Notice that the height of the wedges is the radius and the length is the circumference of the circle. Now we need to take half of these wedges and flip them upside-down and place them in the other half so they all fit together. Now our circle looks like parallelogram. The area of this parallelogram is bh To see an animation of this derivation see http:www.rkm.com.auANIMATIONSanimation-Circle-Area-Derivatio n.html by Russell Knightley. The formula for the area of circle is where is the radius of the circle. circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of the circle. chord is line segment whose endpoints are on circle. diameter is chord that passes through the center of the circle. The length of diameter is two times the length of radius. Area is the amount of space inside figure and is measured in square units. or pi is the ratio of the circumference of circle to its diameter. ,Space (mathematics)|Parallelogram|Parallelogram|Distance|Distance|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Radius|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Diameter|Diameter|Diameter|Diameter|Altitude (triangle)|Reflection (mathematics)|Line segment|Square|Chord (geometry)|Chord (geometry)
113,113,10.11,Area of Sectors and Segments,597,Here youll learn how to find the area of sector or segment of circle. What if you wanted to find the area of pizza this time taking into consideration the area of the crust? In another Concept we found the length of the crust for 14 in pizza. However crust typically takes up some area on pizza. Leave your answers in terms of and reduced improper fractions. a) Find the area of the crust of deep-dish 16 in pizza. typical deep-dish pizza has in of crust around the toppings. b) thin crust pizza has in of crust around the edge of the pizza. Find the area of thin crust 16 in pizza. c) Which piece of pizza has more crust? twelfth of the deep dish pizza or fourth of the thin crust pizza? After completing this Concept you will be able to answer these questions. sector of circle is the area bounded by two radii and the arc between the endpoints of the radii. The area of sector is fractional part of the area of the circle just like arc length is fractional portion of the AB circumference. The Area of sector is 360 where is the radius and AB is the arc bounding the sector. central angle Another way to write the sector formula is The last part of circle that we can find the area of is called segment not to be confused with line segment. segment of circle is the area of circle that is bounded by chord and the arc with the same endpoints as the chord. The area of segment is segment sector 4ABC circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of the circle. chord is line segment whose endpoints are on circle. diameter is chord that passes through the center of the circle. The length of diameter is two times the length of radius. Area is the amount of space inside figure and is measured in square units. or pi is the ratio of the circumference of circle to its diameter. sector of circle is the area bounded by two radii and the arc between the endpoints of the radii. segment of circle is the area of circle that is bounded by chord and the arc with the same endpoints as the chord. ,Space (mathematics)|Angle|Distance|Distance|Edge (geometry)|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Radius|Radius|Radius|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Diameter|Diameter|Diameter|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Square|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Arc length
114,114,10.12,Area of Regular Polygons,597,Here youll learn how to calculate the area and perimeter of regular polygon. What if you were asked to find the distance across The Pentagon in Arlington VA? The Pentagon which also houses the Department of Defense is composed of two regular pentagons with the same center. The entire area of the building is 29 acres (40000 square feet in an acre) with an additional acre courtyard in the center. The length of each outer wall is 921 feet. What is the total distance across the pentagon? Round your answer to the nearest hundredth. After completing this Concept youll be able to answer questions like this. regular polygon is polygon with congruent sides and angles. Recall that the perimeter of square is times the length of side because each side is congruent. We can extend this concept to any regular polygon. Perimeter of Regular Polygon: If the length of side is and there are sides in regular polygon then the perimeter is ns. In order to find the area of regular polygon we need to define some new terminology. First all regular polygons can be inscribed in circle. So regular polygons have center and radius which are the center and radius of the circumscribed circle. Also like circle regular polygon will have central angle formed. In regular polygon however the central angle is the angle formed by two radii drawn to consecutive vertices of the polygon. In the picture below the central angle is BAD. Also notice that 4BAD is an isosceles triangle. Every regular polygon with sides is formed by isosceles triangles. The height of these isosceles triangles is called the apothem. The area of each triangle is bh 12 sa where is the length of side and is the apothem. If there are sides in the regular polygon then it is made up of congruent triangles. Area of Regular Polygon: If there are sides with length in regular polygon and is the apothem then asn or 12 aP where is the perimeter. Perimeter is the distance around shape. The perimeter of any figure must have unit of measurement attached to it. If no specific units are given (feet inches centimeters etc) write units. Area is the amount of space inside figure. Area is measured in square units. The center and radius of regular polygon is the center and radius of the circumscribed circle. An apothem is line segment drawn from the center of regular polygon to the midpoint of one of its sides. ,Space (mathematics)|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Pentagon|Pentagon|Pentagon|Pentagon|Distance|Distance|Distance|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Radius|Midpoint|Line (geometry)|Altitude (triangle)|Isosceles triangle|Isosceles triangle|Isosceles triangle|Line segment|Square|Square|Square|Triangle|Triangle|Triangle|Triangle|Triangle
115,115,11,Surface Area and Volume,604,In this chapter we extend what we know about two-dimensional figures to three-dimensional shapes. First we will determine the parts and different types of 3D shapes. Then we will find the surface area and volume of prisms cylinders pyramids cones and spheres. Lastly we will expand what we know about similar shapes and their areas to similar solids and their volumes. ,Pyramid (geometry)|Cone|Sphere|Similarity (geometry)|Similarity (geometry)|Cylinder (geometry)|Circle|Prism (geometry)
116,116,11.1,Polyhedrons,605,Here youll learn how to identify polyhedron and regular polyhedron and the connections between the numbers of faces edges and vertices in polyhedron. What if you were given solid three-dimensional figure like carton of ice cream? How could you determine how the faces vertices and edges of that figure are related? After completing this Concept youll be able to use Eulers Theorem to answer that question. polyhedron is 3-dimensional figure that is formed by polygons that enclose region in space. Each polygon in polyhedron is called face. The line segment where two faces intersect is called an edge and the point of intersection of two edges is vertex. There are no gaps between the edges or vertices in polyhedron. Examples of polyhedrons include cube prism or pyramid. Non-polyhedrons are cones spheres and cylinders because they have sides that are not polygons. prism is polyhedron with two congruent bases in parallel planes and the lateral sides are rectangles. Prisms are explored in further detail in another Concept. pyramid is polyhedron with one base and all the lateral sides meet at common vertex. The lateral sides are triangles. Pyramids are explored in further detail in another Concept. All prisms and pyramids are named by their bases. So the first prism would be triangular prism and the second would be an octagonal prism. The first pyramid would be hexagonal pyramid and the second would be square pyramid. The lateral faces of pyramid are always triangles. Eulers Theorem states that the number of faces (F) vertices (V and edges (E) of polyhedron can be related such that +V 2. regular polyhedron is polyhedron where all the faces are congruent regular polygons. There are five regular polyhedra called the Platonic solids after the Greek philosopher Plato. These five solids are significant because they are the only five regular polyhedra. There are only five because the sum of the measures of the angles that meet at each vertex must be less than 360 Therefore the only combinations are or triangles at each vertex squares at each vertex or pentagons. Each of these polyhedra have name based on the number of sides except the cube. Regular Tetrahedron: 4-faced polyhedron where all the faces are equilateral triangles. Cube: 6-faced polyhedron where all the faces are squares. Regular Octahedron: An 8-faced polyhedron where all the faces are equilateral triangles. Regular Dodecahedron: 12-faced polyhedron where all the faces are regular pentagons. Regular Icosahedron: 20-faced polyhedron where all the faces are equilateral triangles. polyhedron is 3-dimensional figure that is formed by polygons that enclose region in space. Each polygon in polyhedron is face. The line segment where two faces intersect is an edge. The point of intersection of two edges is vertex. regular polyhedron is polyhedron where all the faces are congruent regular polygons. ,Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Pyramid (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Space (mathematics)|Space (mathematics)|Angle|Angle|Angle|Angle|Angle|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Cone|Rectangle|Pentagon|Pentagon|Octagon|Sphere|Hexagon|Cylinder (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Circle|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Plane (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Line segment|Line segment|Square|Square|Square|Square|Square|Square|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Polyhedron|Parallel (geometry)
117,117,11.2,Cross-Sections and Nets,611,Here youll learn how to view three-dimensional figures in two-dimensional plane using cross-sections and nets. What if you wanted to expand your thinking of geometric shapes beyond the flat two-dimensional ones to three dimensional (3D) ones? In this chapter we are going to expand to 3D. Copy the equilateral triangle to the right onto piece of paper and cut it out. Fold on the dotted lines. What shape do these four equilateral triangles make? If we place two of these equilateral triangles next to each other (like in the far right) what shape do these equilateral triangles make? After completing this Concept youll be able to answer questions like these. While our world is three dimensional we are used to modeling and thinking about three dimensional objects on paper (in two dimensions). There are few common ways to help think about three dimensions in two dimensions. One way to view three-dimensional figure in two-dimensional plane like this text is to use cross-sections. cross-section is the intersection of plane with solid. Another way to represent three-dimensional figure in two dimensional plane is to use net. net is an unfolded flat representation of the sides of three-dimensional shape. cross-section is the intersection of plane with solid. net is an unfolded flat representation of the sides of three-dimensional shape. ,Geometry|Line (geometry)|Cross section (geometry)|Cross section (geometry)|Cross section (geometry)|Cross section (geometry)|Plane (geometry)|Plane (geometry)|Plane (geometry)|Plane (geometry)|Plane (geometry)|Triangle|Triangle|Triangle|Triangle
118,118,11.3,Prisms,617,Here youll learn what prism is and how to find its volume and surface area. What if your family were ready to fill the new pool with water and they didnt know how much water would be needed? The shallow end is ft. and the deep end is ft. The pool is 10 ft. wide by 25 ft. long. How many gallons of water will it take to fill the pool? There are approximately 7.48 gallons in cubic foot. After completing this Concept youll be able to answer this question. prism is 3-dimensional figure with congruent bases in parallel planes with rectangular lateral faces. The edges between the lateral faces are called lateral edges. All prisms are named by their bases so the prism below is pentagonal prism. This particular prism is called right prism because the lateral faces are perpendicular to the bases. Oblique prisms lean to one side or the other and the height is outside the prism. Surface Area Surface area is the sum of the areas of the faces of solid. Surface Area of Right Prism: The surface area of right prism is the sum of the area of the bases and the area of each rectangular lateral face. Volume Volume is the measure of how much space three-dimensional figure occupies. The basic unit of volume is the cubic unit: cubic centimeter (cm cubic inch (in cubic meter (m cubic foot etc. Each basic cubic unit has measure of one for each: length width and height. Volume of Rectangular Prism: If rectangular prism is units high units wide and units long then its volume is h. If we further analyze the formula for the volume of rectangular prism we would see that is equal to the area of the base of the prism rectangle. If the bases are not rectangles this would still be true however we would have to rewrite the equation little. Volume of Prism: If the area of the base of prism is and the height is then the volume is h. Recall that earlier in this Concept we talked about oblique prisms. These are prisms that lean to one side and the height is outside the prism. What would be the area of an oblique prism? To answer this question we need to introduce Cavalieris Principle. Cavalieris Principle: If two solids have the same height and the same cross-sectional area at every level then they will have the same volume. Basically if an oblique prism and right prism have the same base area and height then they will have the same volume. prism is 3-dimensional figure with congruent bases in parallel planes and in which the other faces are rectangles. The non-base faces are lateral faces. The edges between the lateral faces are lateral edges. right prism is prism where all the lateral faces are perpendicular to the bases. An oblique prism is prism that leans to one side and whose height is perpendicular to the bases plane. Surface area is two-dimensional measurement that is the sum of the area of the faces of solid. Volume is three-dimensional measurement that is measure of how much three-dimensional space solid occupies. ,Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Face (geometry)|Space (mathematics)|Space (mathematics)|Congruence (geometry)|Rectangle|Rectangle|Rectangle|Rectangle|Rectangle|Rectangle|Rectangle|Rectangle|Pentagon|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Edge (geometry)|Cross section (geometry)|Plane (geometry)|Plane (geometry)|Plane (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Prism (geometry)|Perpendicular|Perpendicular|Perpendicular|Parallel (geometry)|Parallel (geometry)
119,119,11.4,Cylinders,625,Here youll learn how to calculate the surface area and volume of cylinders. What if you wanted to figure out how much paper you needed for the label of can? How could you use the surface area of cylinder to help you? After completing this Concept youll be able to answer questions like this one. cylinder is solid with congruent circular bases that are in parallel planes. The space between the circles is enclosed. Just like circle the cylinder has radius for each of the circular bases. Also like prism cylinder can be oblique like the one to the right. Surface Area Surface area is the sum of the areas of the faces. Lets find the net of right cylinder. One way for you to do this is to take label off of soup can or can of vegetables. When you take this label off we see that it is rectangle where the height is the height of the cylinder and the base is the circumference of the base. This rectangle and the two circular bases make up the net of cylinder. From the net we can see that the surface area of right cylinder is 2r {z area of 2r |{z} length both of circles rectangle Surface Area of Right Cylinder: If is the radius of the base and is the height of the cylinder then the surface area is SA 2r 2rh. To see an animation of the surface area click http:www.rkm.com.auANIMATIONSanimation-Cylinder-Surface- Area-Derivation.html by Russell Knightley. Volume Volume is the measure of how much space three-dimensional figure occupies. The basic unit of volume is the cubic unit: cubic centimeter (cm cubic inch (in cubic meter (m cubic foot etc. Each basic cubic unit has measure of one for each: length width and height. The volume of cylinder is (r )h where is the area of the base. Volume of Cylinder: If the height of cylinder is and the radius is then the volume would be h. If an oblique cylinder has the same base area and height as another cylinder then it will have the same volume. This is due to Cavalieris Principle which states that if two solids have the same height and the same cross-sectional area at every level then they will have the same volume. cylinder is solid with congruent circular bases that are in parallel planes. The space between the circles is enclosed. cylinder has radius and height and can also be oblique (slanted). Surface area is two-dimensional measurement that is the sum of the area of the faces of solid. Volume is three-dimensional measurement that is measure of how much three-dimensional space solid occupies. ,Face (geometry)|Face (geometry)|Space (mathematics)|Space (mathematics)|Space (mathematics)|Space (mathematics)|Rectangle|Rectangle|Rectangle|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Cylinder (geometry)|Edge (geometry)|Edge (geometry)|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Cross section (geometry)|Plane (geometry)|Plane (geometry)|Vertex (geometry)|Vertex (geometry)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Prism (geometry)|Parallel (geometry)|Parallel (geometry)
